post_id,service_cible,texte_clean,langue,canal,region,sentiment_score,sentiment_label,categorie,date_post
POST_62167cda70,SENELEC,application senelec bien paiement facile maintenant,FR,FACEBOOK,SAINT_LOUIS,0.703,POSITIF,POSITIF,2026-05-05
POST_eae20b1284,SEN_EAU,sen eau pression faible depuis une scandaleux,FR,RECLAMATION,DAKAR,-0.775,NEGATIF_FORT,AUTRE,2026-05-04
POST_8b6a94233a,WAVE,wave rapide meilleur service mobile money sénégal,FR,TWITTER,DAKAR,0.726,POSITIF,POSITIF,2026-05-19
POST_c99cd55fe1,SENELEC,application senelec bien paiement facile maintenant,FR,RECLAMATION,KAOLACK,0.656,POSITIF,POSITIF,2026-05-14
POST_e2fc2e703e,SENELEC,facture senelec frais anormaux mois,FR,TWITTER,ZIGUINCHOR,-0.052,NEGATIF,TARIF,2026-05-01
POST_28463dcf2b,WAVE,transaction wave argent débité sans confirmation,FR,FACEBOOK,THIES,-0.073,NEGATIF,AUTRE,2026-05-18
POST_37bdfcb42f,ORANGE_MONEY,orange money fraud lost money this morning,EN,RECLAMATION,KAOLACK,-0.873,NEGATIF_FORT,FRAUDE,2026-05-12
POST_f0b7252b07,WAVE,wave the best mobile money service fast and reliable,EN,RECLAMATION,ZIGUINCHOR,0.767,POSITIF,POSITIF,2026-05-04
POST_7c8594c4d0,WAVE,encore une fois wave inadmissible,FR,WHATSAPP,ZIGUINCHOR,-0.838,NEGATIF_FORT,TECHNIQUE,2026-05-22
POST_6ed0bdba08,SEN_EAU,sen eau problem dafa neka,WO,WHATSAPP,SAINT_LOUIS,-0.771,NEGATIF_FORT,AUTRE,2026-05-21
POST_28147d195c,TER,ter bondé aux heures prévoir extension nécessaire,FR,FACEBOOK,SAINT_LOUIS,-0.014,NEGATIF,AUTRE,2026-05-02
POST_0e882d51bc,ORANGE_MONEY,orange money encore panne inacceptable,FR,RECLAMATION,THIES,-0.767,NEGATIF_FORT,TECHNIQUE,2026-05-12
POST_d73e88d288,WAVE,wave dafa duma gënn xaalis,WO,TWITTER,KAOLACK,-0.982,NEGATIF_FORT,TECHNIQUE,2026-05-01
POST_5086769dcf,SEN_EAU,sen eau problem dafa neka,WO,FACEBOOK,DAKAR,-0.643,NEGATIF_FORT,AUTRE,2026-05-02
POST_c2262ae5ef,SEN_EAU,facture sen eau anormalement élevée,FR,RECLAMATION,KAOLACK,-0.019,NEGATIF,AUTRE,2026-05-13
POST_3e0af6d0b7,SENELEC,senelec délestage tous les ras bol,FR,TWITTER,SAINT_LOUIS,-0.714,NEGATIF_FORT,AUTRE,2026-05-03
POST_8aed8dd456,WAVE,wave remboursé top,FR,FACEBOOK,SAINT_LOUIS,0.813,POSITIF,POSITIF,2026-05-24
POST_ed0cda5ec7,WAVE,wave dafa dafa yomb,WO,TWITTER,ZIGUINCHOR,0.823,POSITIF,POSITIF,2026-05-07
POST_ec311081d7,FREE_MONEY,free money simple pratique pour les petites sommes,FR,RECLAMATION,SAINT_LOUIS,0.661,POSITIF,POSITIF,2026-05-25
POST_4f23c5f6e8,ORANGE_MONEY,orange money dafa problem nekkul,WO,WHATSAPP,SAINT_LOUIS,-0.839,NEGATIF_FORT,TECHNIQUE,2026-05-23
POST_523676d50b,ORANGE_MONEY,remboursement orange money jamais reçu après semaines,FR,TWITTER,SAINT_LOUIS,-0.659,NEGATIF_FORT,AUTRE,2026-05-18
POST_f1b52882d4,SEN_EAU,facture sen eau anormalement élevée,FR,RECLAMATION,KAOLACK,-0.054,NEGATIF,AUTRE,2026-05-13
POST_e4c7aa6681,TER,application ter bug impossible ticket,FR,FACEBOOK,DAKAR,-0.658,NEGATIF_FORT,TECHNIQUE,2026-05-06
POST_a123ebe770,ORANGE_MONEY,orange money dafa problem nekkul,WO,WHATSAPP,SAINT_LOUIS,-0.718,NEGATIF_FORT,TECHNIQUE,2026-05-22
POST_2dd3bcc661,TER,ter pratique rapide entre dakar top,FR,RECLAMATION,KAOLACK,0.764,POSITIF,POSITIF,2026-05-10
POST_f2838b2ccb,SEN_EAU,sen eau service client attente interminable,FR,FACEBOOK,ZIGUINCHOR,0.08,NEUTRE,SERVICE_CLIENT,2026-05-03
POST_38fe088d75,ORANGE_MONEY,orange money compte bloqué sans scandaleux,FR,WHATSAPP,DAKAR,-0.852,NEGATIF_FORT,TECHNIQUE,2026-05-22
POST_e76690a29a,TER,ter dafa rafet,WO,FACEBOOK,KAOLACK,0.833,POSITIF,POSITIF,2026-05-07
POST_fc30e1bd2b,FREE_MONEY,free money dafa baax mais support dafa teye,WO,TWITTER,KAOLACK,0.067,NEUTRE,TECHNIQUE,2026-05-04
POST_df9bac8bdb,TER,application ter bug impossible ticket,FR,WHATSAPP,ZIGUINCHOR,-0.615,NEGATIF_FORT,TECHNIQUE,2026-05-05
POST_1bf04847a2,TER,ter ponctuel voyage confortable,FR,FACEBOOK,KAOLACK,0.033,NEUTRE,AUTRE,2026-05-17
POST_41a3b2eeee,FREE_MONEY,free money dafa baax mais support dafa teye,WO,WHATSAPP,SAINT_LOUIS,0.029,NEUTRE,TECHNIQUE,2026-05-17
POST_7dba5c5bcb,FREE_MONEY,free money lent par rapport améliorer,FR,TWITTER,KAOLACK,-0.406,NEGATIF,TECHNIQUE,2026-05-09
POST_dce1111712,WAVE,transaction wave argent débité sans confirmation,FR,TWITTER,KAOLACK,-0.082,NEGATIF,AUTRE,2026-05-25
POST_b64fc55bc3,SEN_EAU,sen eau pression faible depuis une scandaleux,FR,WHATSAPP,KAOLACK,-0.803,NEGATIF_FORT,AUTRE,2026-05-14
POST_95fb28225c,FREE_MONEY,free money gratuit pour les transferts entre abonnés free,FR,RECLAMATION,ZIGUINCHOR,0.751,POSITIF,POSITIF,2026-05-02
POST_6a62d39440,SEN_EAU,sen eau pression faible depuis une scandaleux,FR,WHATSAPP,SAINT_LOUIS,-0.887,NEGATIF_FORT,AUTRE,2026-05-30
POST_56f1144dea,ORANGE_MONEY,orange money fraud lost money this morning,EN,TWITTER,KAOLACK,-0.996,NEGATIF_FORT,FRAUDE,2026-05-09
POST_652ed10458,ORANGE_MONEY,orange money fiable pour les transferts internationaux,FR,RECLAMATION,THIES,0.802,POSITIF,POSITIF,2026-05-27
POST_7e4296bd81,SEN_EAU,pas depuis jours sen eau répond pas,FR,WHATSAPP,THIES,-0.063,NEGATIF,AUTRE,2026-05-23
POST_ee73a541cc,SENELEC,coupure électrique pendant senelec scandaleux,FR,WHATSAPP,THIES,-0.925,NEGATIF_FORT,AUTRE,2026-05-26
POST_b944d19199,SENELEC,senelec dafa xam dina tax,WO,FACEBOOK,DAKAR,-0.827,NEGATIF_FORT,TECHNIQUE,2026-05-06
POST_0059febea0,TER,ter pratique rapide entre dakar top,FR,RECLAMATION,ZIGUINCHOR,0.759,POSITIF,POSITIF,2026-05-08
POST_eed94d7d86,TER,application ter bug impossible ticket,FR,FACEBOOK,SAINT_LOUIS,-0.617,NEGATIF_FORT,TECHNIQUE,2026-05-03
POST_09110b0fa9,WAVE,wave dafa dafa yomb,WO,WHATSAPP,ZIGUINCHOR,0.861,POSITIF,POSITIF,2026-05-13
POST_7939605dae,FREE_MONEY,free money simple pratique pour les petites sommes,FR,TWITTER,THIES,0.703,POSITIF,POSITIF,2026-05-16
POST_5b803ad90d,WAVE,frais wave trop cher orange money moins cher,FR,FACEBOOK,THIES,-0.669,NEGATIF_FORT,TARIF,2026-05-11
POST_0c6227c01e,FREE_MONEY,free money nouveau encore beaucoup bugs,FR,RECLAMATION,DAKAR,-0.57,NEGATIF_FORT,TECHNIQUE,2026-05-20
POST_5e16e2ae58,TER,ter bondé aux heures prévoir extension nécessaire,FR,WHATSAPP,ZIGUINCHOR,0.082,NEUTRE,AUTRE,2026-05-02
POST_8de0fe2e3b,TER,ter retard encore infos temps réel impossible,FR,WHATSAPP,KAOLACK,-0.651,NEGATIF_FORT,AUTRE,2026-05-25
POST_760f626a68,SEN_EAU,facture sen eau anormalement élevée,FR,WHATSAPP,KAOLACK,0.074,NEUTRE,AUTRE,2026-05-21
POST_b858277531,WAVE,wave remboursé top,FR,FACEBOOK,DAKAR,0.895,POSITIF,POSITIF,2026-05-13
POST_5d8b4ff034,FREE_MONEY,free money lent par rapport améliorer,FR,FACEBOOK,KAOLACK,-0.58,NEGATIF_FORT,TECHNIQUE,2026-05-14
POST_cb90116df6,ORANGE_MONEY,orange money fiable pour les transferts internationaux,FR,RECLAMATION,THIES,0.87,POSITIF,POSITIF,2026-05-11
POST_32a672f82e,WAVE,wave remboursé top,FR,RECLAMATION,KAOLACK,0.748,POSITIF,POSITIF,2026-05-23
POST_4b517e02dc,SEN_EAU,sen eau service client attente interminable,FR,WHATSAPP,THIES,-0.031,NEGATIF,SERVICE_CLIENT,2026-05-29
POST_c49b0848c7,WAVE,encore une fois wave inadmissible,FR,RECLAMATION,SAINT_LOUIS,-0.767,NEGATIF_FORT,TECHNIQUE,2026-05-26
POST_30075fcf5d,SENELEC,coupure électrique pendant senelec scandaleux,FR,TWITTER,SAINT_LOUIS,-0.935,NEGATIF_FORT,AUTRE,2026-05-08
POST_36e44936b8,SEN_EAU,sen eau service client attente interminable,FR,WHATSAPP,SAINT_LOUIS,0.017,NEUTRE,SERVICE_CLIENT,2026-05-17
POST_5f943f2599,TER,application ter bug impossible ticket,FR,TWITTER,DAKAR,-0.718,NEGATIF_FORT,TECHNIQUE,2026-05-07
POST_5ddf932a0c,FREE_MONEY,free money simple pratique pour les petites sommes,FR,RECLAMATION,THIES,0.784,POSITIF,POSITIF,2026-05-07
POST_ca94da0567,WAVE,wave remboursé top,FR,TWITTER,DAKAR,0.789,POSITIF,POSITIF,2026-05-12
POST_bfdebdf3f7,SEN_EAU,sen eau pression faible depuis une scandaleux,FR,RECLAMATION,SAINT_LOUIS,-0.935,NEGATIF_FORT,AUTRE,2026-05-08
POST_44fb744cae,SENELEC,senelec problem dafa metti,WO,RECLAMATION,KAOLACK,-0.775,NEGATIF_FORT,AUTRE,2026-05-20
POST_2e1d878adb,WAVE,frais wave trop cher orange money moins cher,FR,FACEBOOK,KAOLACK,-0.732,NEGATIF_FORT,TARIF,2026-05-19
POST_25ef77f9e8,ORANGE_MONEY,orange money fiable pour les transferts internationaux,FR,FACEBOOK,SAINT_LOUIS,0.9,POSITIF,POSITIF,2026-05-25
POST_77bc3561b6,ORANGE_MONEY,orange money fiable pour les transferts internationaux,FR,FACEBOOK,THIES,0.871,POSITIF,POSITIF,2026-05-08
POST_f9cf55b5f7,ORANGE_MONEY,orange money fiable pour les transferts internationaux,FR,FACEBOOK,DAKAR,0.789,POSITIF,POSITIF,2026-05-22
POST_ef3b389b8f,TER,ter pratique rapide entre dakar top,FR,TWITTER,KAOLACK,0.69,POSITIF,POSITIF,2026-05-26
POST_68ca4edcd3,SENELEC,senelec délestage tous les ras bol,FR,WHATSAPP,SAINT_LOUIS,-0.746,NEGATIF_FORT,AUTRE,2026-05-09
POST_8ce4e10397,SEN_EAU,sen eau pression faible depuis une scandaleux,FR,TWITTER,THIES,-0.905,NEGATIF_FORT,AUTRE,2026-05-07
POST_624d184be4,ORANGE_MONEY,remboursement orange money jamais reçu après semaines,FR,WHATSAPP,KAOLACK,-0.663,NEGATIF_FORT,AUTRE,2026-05-19
POST_f38c6c9230,SENELEC,application senelec bien paiement facile maintenant,FR,TWITTER,THIES,0.627,POSITIF,POSITIF,2026-05-02
POST_446e98692c,FREE_MONEY,free money dafa baax mais support dafa teye,WO,TWITTER,KAOLACK,0.036,NEUTRE,TECHNIQUE,2026-05-27
POST_89bfa200ae,WAVE,encore une fois wave inadmissible,FR,WHATSAPP,SAINT_LOUIS,-0.746,NEGATIF_FORT,TECHNIQUE,2026-05-07
POST_e1e4ead716,SEN_EAU,est revenue après sen eau enfin réactif,FR,WHATSAPP,ZIGUINCHOR,-0.059,NEGATIF,AUTRE,2026-05-11
POST_332791b8a6,SENELEC,coupure électrique pendant senelec scandaleux,FR,FACEBOOK,KAOLACK,-0.85,NEGATIF_FORT,AUTRE,2026-05-28
POST_6c3dd7828e,SENELEC,coupure électrique pendant senelec scandaleux,FR,WHATSAPP,DAKAR,-0.861,NEGATIF_FORT,AUTRE,2026-05-27
POST_a2dc6b332e,TER,ter ponctuel voyage confortable,FR,TWITTER,THIES,-0.071,NEGATIF,AUTRE,2026-05-09
POST_c357741adf,SENELEC,senelec réparé rapidement panne dans mon bravo,FR,TWITTER,THIES,0.254,NEUTRE,POSITIF,2026-05-03
POST_3c849efd5f,ORANGE_MONEY,les frais cachés orange,FR,RECLAMATION,ZIGUINCHOR,-0.965,NEGATIF_FORT,TARIF,2026-05-22
POST_bf5dc5bf78,SENELEC,senelec dafa xam dina tax,WO,TWITTER,KAOLACK,-0.827,NEGATIF_FORT,TECHNIQUE,2026-05-07
POST_3e8e4b08ce,WAVE,mon transfert wave est bloqué depuis impossible joindre support,FR,WHATSAPP,DAKAR,-0.657,NEGATIF_FORT,SERVICE_CLIENT,2026-05-08
POST_1e09dda957,ORANGE_MONEY,orange money fraud lost money this morning,EN,FACEBOOK,ZIGUINCHOR,-0.975,NEGATIF_FORT,FRAUDE,2026-05-05
POST_2f52dd413a,ORANGE_MONEY,orange money encore panne inacceptable,FR,RECLAMATION,KAOLACK,-0.757,NEGATIF_FORT,TECHNIQUE,2026-05-25
POST_57e3e0ab6d,ORANGE_MONEY,orange money encore panne inacceptable,FR,RECLAMATION,DAKAR,-0.906,NEGATIF_FORT,TECHNIQUE,2026-05-20
POST_e891e80ed4,TER,application ter bug impossible ticket,FR,WHATSAPP,KAOLACK,-0.661,NEGATIF_FORT,TECHNIQUE,2026-05-24
POST_b475cb2b28,TER,ter ponctuel voyage confortable,FR,TWITTER,SAINT_LOUIS,-0.049,NEGATIF,AUTRE,2026-05-12
POST_1d9bd97a95,WAVE,wave rapide meilleur service mobile money sénégal,FR,WHATSAPP,KAOLACK,0.827,POSITIF,POSITIF,2026-05-10
POST_1129eac1b1,WAVE,wave rapide meilleur service mobile money sénégal,FR,FACEBOOK,THIES,0.77,POSITIF,POSITIF,2026-05-28
POST_641f32853a,TER,ter ponctuel voyage confortable,FR,RECLAMATION,SAINT_LOUIS,-0.016,NEGATIF,AUTRE,2026-05-03
POST_261bad0a94,FREE_MONEY,free money gratuit pour les transferts entre abonnés free,FR,RECLAMATION,ZIGUINCHOR,0.747,POSITIF,POSITIF,2026-05-03
POST_a77d05f786,FREE_MONEY,compte free money bloqué sans explication support,FR,RECLAMATION,THIES,-0.787,NEGATIF_FORT,TECHNIQUE,2026-05-19
POST_6908a8eae4,WAVE,wave remboursé top,FR,FACEBOOK,KAOLACK,0.734,POSITIF,POSITIF,2026-05-26
POST_343526ce6c,FREE_MONEY,free money problem duma gënn,WO,TWITTER,THIES,-0.631,NEGATIF_FORT,AUTRE,2026-05-01
POST_28c31c193f,SENELEC,coupure électrique pendant senelec scandaleux,FR,TWITTER,KAOLACK,-0.777,NEGATIF_FORT,AUTRE,2026-05-21
POST_9627807fe4,FREE_MONEY,free money dafa baax mais support dafa teye,WO,TWITTER,SAINT_LOUIS,-0.058,NEGATIF,TECHNIQUE,2026-05-25
POST_32d74e9e97,ORANGE_MONEY,orange money fraud lost money this morning,EN,TWITTER,KAOLACK,-0.856,NEGATIF_FORT,FRAUDE,2026-05-18
POST_c4dcbd4d3a,SEN_EAU,sen eau service client attente interminable,FR,TWITTER,THIES,-0.064,NEGATIF,SERVICE_CLIENT,2026-05-14
POST_3103232c2e,WAVE,transaction wave argent débité sans confirmation,FR,TWITTER,KAOLACK,-0.067,NEGATIF,AUTRE,2026-05-12
POST_5139e73960,SENELEC,coupure senelec depuis quand que revient,FR,TWITTER,THIES,-0.038,NEGATIF,AUTRE,2026-05-23
POST_09c07f5381,TER,ter ponctuel voyage confortable,FR,WHATSAPP,ZIGUINCHOR,-0.039,NEGATIF,AUTRE,2026-05-28
POST_9363ec03f7,SEN_EAU,sen eau pression faible depuis une scandaleux,FR,TWITTER,DAKAR,-0.898,NEGATIF_FORT,AUTRE,2026-05-13
POST_e77e017716,SEN_EAU,sen eau problem dafa neka,WO,RECLAMATION,KAOLACK,-0.769,NEGATIF_FORT,AUTRE,2026-05-19
POST_42e353e928,SEN_EAU,sen eau problem dafa neka,WO,TWITTER,THIES,-0.711,NEGATIF_FORT,AUTRE,2026-05-07
POST_55deabb1db,WAVE,transaction wave argent débité sans confirmation,FR,FACEBOOK,DAKAR,0.074,NEUTRE,AUTRE,2026-05-09
POST_660b1113ef,SEN_EAU,est revenue après sen eau enfin réactif,FR,TWITTER,KAOLACK,-0.039,NEGATIF,AUTRE,2026-05-18
POST_37c4a1c316,TER,ter bondé aux heures prévoir extension nécessaire,FR,RECLAMATION,ZIGUINCHOR,0.011,NEUTRE,AUTRE,2026-05-06
POST_8ba5a7af32,TER,application ter bug impossible ticket,FR,FACEBOOK,KAOLACK,-0.66,NEGATIF_FORT,TECHNIQUE,2026-05-18
POST_8731f4d212,SEN_EAU,est revenue après sen eau enfin réactif,FR,TWITTER,KAOLACK,-0.091,NEGATIF,AUTRE,2026-05-07
POST_65f8606304,ORANGE_MONEY,orange money dafa problem nekkul,WO,FACEBOOK,ZIGUINCHOR,-0.811,NEGATIF_FORT,TECHNIQUE,2026-05-08
POST_d3bbbf0f03,ORANGE_MONEY,les frais cachés orange,FR,WHATSAPP,ZIGUINCHOR,-0.916,NEGATIF_FORT,TARIF,2026-05-15
POST_d87a03efaa,ORANGE_MONEY,les frais cachés orange,FR,WHATSAPP,KAOLACK,-0.861,NEGATIF_FORT,TARIF,2026-05-27
POST_2e97672c14,ORANGE_MONEY,orange money fraud lost money this morning,EN,TWITTER,DAKAR,-0.981,NEGATIF_FORT,FRAUDE,2026-05-18
POST_fae5533f3b,FREE_MONEY,free money lent par rapport améliorer,FR,RECLAMATION,SAINT_LOUIS,-0.469,NEGATIF,TECHNIQUE,2026-05-07
POST_2b76bf58f2,ORANGE_MONEY,les frais cachés orange,FR,WHATSAPP,THIES,-0.931,NEGATIF_FORT,TARIF,2026-05-18
POST_3362f995c2,SEN_EAU,sen eau service client attente interminable,FR,RECLAMATION,ZIGUINCHOR,-0.059,NEGATIF,SERVICE_CLIENT,2026-05-07
POST_4f87ce44ca,SENELEC,application senelec bien paiement facile maintenant,FR,RECLAMATION,SAINT_LOUIS,0.794,POSITIF,POSITIF,2026-05-28
POST_1881304a41,ORANGE_MONEY,orange money cher dafa neka,WO,FACEBOOK,ZIGUINCHOR,-0.759,NEGATIF_FORT,TARIF,2026-05-09
POST_87890e8657,FREE_MONEY,free money lent par rapport améliorer,FR,WHATSAPP,THIES,-0.402,NEGATIF,TECHNIQUE,2026-05-22
POST_7a5d1c19c5,FREE_MONEY,compte free money bloqué sans explication support,FR,RECLAMATION,KAOLACK,-0.709,NEGATIF_FORT,TECHNIQUE,2026-05-23
POST_8e5815fc6d,TER,ter ponctuel voyage confortable,FR,RECLAMATION,THIES,-0.088,NEGATIF,AUTRE,2026-05-29
POST_61e0a55aef,SEN_EAU,sen eau problem dafa neka,WO,TWITTER,THIES,-0.77,NEGATIF_FORT,AUTRE,2026-05-02
POST_ada6e4e005,SENELEC,senelec problem dafa metti,WO,FACEBOOK,THIES,-0.728,NEGATIF_FORT,AUTRE,2026-05-14
POST_b5e5c0a591,WAVE,mon transfert wave est bloqué depuis impossible joindre support,FR,RECLAMATION,THIES,-0.587,NEGATIF_FORT,SERVICE_CLIENT,2026-05-18
POST_84adb77e81,FREE_MONEY,compte free money bloqué sans explication support,FR,TWITTER,SAINT_LOUIS,-0.676,NEGATIF_FORT,TECHNIQUE,2026-05-18
POST_b0abc059d8,SENELEC,senelec problem dafa metti,WO,TWITTER,DAKAR,-0.699,NEGATIF_FORT,AUTRE,2026-05-15
POST_a2de4fb109,SENELEC,senelec réparé rapidement panne dans mon bravo,FR,TWITTER,DAKAR,0.195,NEUTRE,POSITIF,2026-05-14
POST_126165eec5,TER,application ter bug impossible ticket,FR,FACEBOOK,THIES,-0.562,NEGATIF_FORT,TECHNIQUE,2026-05-28
POST_cd332ce68f,ORANGE_MONEY,orange money dafa problem nekkul,WO,FACEBOOK,THIES,-0.793,NEGATIF_FORT,TECHNIQUE,2026-05-13
POST_8d4c8c15c8,SENELEC,application senelec bien paiement facile maintenant,FR,WHATSAPP,SAINT_LOUIS,0.739,POSITIF,POSITIF,2026-05-06
POST_7e939439b0,ORANGE_MONEY,orange money cher dafa neka,WO,WHATSAPP,DAKAR,-0.735,NEGATIF_FORT,TARIF,2026-05-05
POST_1baf92fd50,SENELEC,coupure senelec depuis quand que revient,FR,WHATSAPP,SAINT_LOUIS,-0.053,NEGATIF,AUTRE,2026-05-25
POST_0bc58d9bc5,SEN_EAU,sen eau service client attente interminable,FR,WHATSAPP,ZIGUINCHOR,0.032,NEUTRE,SERVICE_CLIENT,2026-05-30
POST_9f0c857028,SENELEC,coupure électrique pendant senelec scandaleux,FR,WHATSAPP,ZIGUINCHOR,-0.889,NEGATIF_FORT,AUTRE,2026-05-16
POST_dfc269911b,FREE_MONEY,free money dafa baax mais support dafa teye,WO,RECLAMATION,ZIGUINCHOR,0.085,NEUTRE,TECHNIQUE,2026-05-14
POST_55dcd8cf14,TER,application ter bug impossible ticket,FR,WHATSAPP,THIES,-0.566,NEGATIF_FORT,TECHNIQUE,2026-05-16
POST_285217779c,SEN_EAU,facture sen eau anormalement élevée,FR,RECLAMATION,ZIGUINCHOR,0.075,NEUTRE,AUTRE,2026-05-28
POST_13cf72a3a0,SEN_EAU,sen eau problem dafa neka,WO,FACEBOOK,KAOLACK,-0.637,NEGATIF_FORT,AUTRE,2026-05-12
POST_48132c0f5b,WAVE,transaction wave argent débité sans confirmation,FR,TWITTER,ZIGUINCHOR,0.086,NEUTRE,AUTRE,2026-05-16
POST_132db326e3,SEN_EAU,facture sen eau anormalement élevée,FR,TWITTER,KAOLACK,0.026,NEUTRE,AUTRE,2026-05-06
POST_f6fdd60814,ORANGE_MONEY,remboursement orange money jamais reçu après semaines,FR,WHATSAPP,KAOLACK,-0.546,NEGATIF_FORT,AUTRE,2026-05-24
POST_fc72174b00,SEN_EAU,sen eau problem dafa neka,WO,WHATSAPP,SAINT_LOUIS,-0.609,NEGATIF_FORT,AUTRE,2026-05-05
POST_bea1e1ec8a,SEN_EAU,est revenue après sen eau enfin réactif,FR,TWITTER,SAINT_LOUIS,-0.091,NEGATIF,AUTRE,2026-05-26
POST_88f44d4743,FREE_MONEY,compte free money bloqué sans explication support,FR,RECLAMATION,SAINT_LOUIS,-0.707,NEGATIF_FORT,TECHNIQUE,2026-05-30
POST_fe2330c4e5,TER,application ter bug impossible ticket,FR,WHATSAPP,ZIGUINCHOR,-0.623,NEGATIF_FORT,TECHNIQUE,2026-05-26
POST_ae7b2a65e5,FREE_MONEY,compte free money bloqué sans explication support,FR,RECLAMATION,SAINT_LOUIS,-0.671,NEGATIF_FORT,TECHNIQUE,2026-05-19
POST_e54e9e7bfb,TER,ter retard encore infos temps réel impossible,FR,WHATSAPP,ZIGUINCHOR,-0.679,NEGATIF_FORT,AUTRE,2026-05-21
POST_8211a28034,SENELEC,facture senelec frais anormaux mois,FR,WHATSAPP,SAINT_LOUIS,-0.037,NEGATIF,TARIF,2026-05-29
POST_92579223db,FREE_MONEY,free money dafa baax mais support dafa teye,WO,FACEBOOK,ZIGUINCHOR,-0.068,NEGATIF,TECHNIQUE,2026-05-22
POST_4317d7669e,ORANGE_MONEY,orange money dafa problem nekkul,WO,FACEBOOK,SAINT_LOUIS,-0.822,NEGATIF_FORT,TECHNIQUE,2026-05-22
POST_8061e955bc,FREE_MONEY,free money nouveau encore beaucoup bugs,FR,TWITTER,KAOLACK,-0.66,NEGATIF_FORT,TECHNIQUE,2026-05-23
POST_e7f6e740ff,ORANGE_MONEY,les frais cachés orange,FR,FACEBOOK,ZIGUINCHOR,-0.856,NEGATIF_FORT,TARIF,2026-05-03
POST_48d2b96b3a,ORANGE_MONEY,orange money dafa problem nekkul,WO,FACEBOOK,KAOLACK,-0.78,NEGATIF_FORT,TECHNIQUE,2026-05-11
POST_1b97eed69e,SEN_EAU,sen eau pression faible depuis une scandaleux,FR,TWITTER,KAOLACK,-0.918,NEGATIF_FORT,AUTRE,2026-05-29
POST_6854729df2,TER,application ter bug impossible ticket,FR,FACEBOOK,ZIGUINCHOR,-0.544,NEGATIF_FORT,TECHNIQUE,2026-05-02
POST_4ec52c7f5c,TER,ter retard encore infos temps réel impossible,FR,FACEBOOK,ZIGUINCHOR,-0.693,NEGATIF_FORT,AUTRE,2026-05-12
POST_44e090731e,SEN_EAU,sen eau pression faible depuis une scandaleux,FR,WHATSAPP,DAKAR,-0.896,NEGATIF_FORT,AUTRE,2026-05-28
POST_5911f0c7a3,SENELEC,coupure senelec depuis quand que revient,FR,FACEBOOK,DAKAR,-0.035,NEGATIF,AUTRE,2026-05-07
POST_850b1e70c2,SENELEC,senelec dafa xam dina tax,WO,FACEBOOK,THIES,-0.848,NEGATIF_FORT,TECHNIQUE,2026-05-17
POST_984dfd7e6b,SEN_EAU,facture sen eau anormalement élevée,FR,RECLAMATION,THIES,-0.078,NEGATIF,AUTRE,2026-05-21
POST_900256abff,ORANGE_MONEY,orange money fraud lost money this morning,EN,TWITTER,KAOLACK,-0.928,NEGATIF_FORT,FRAUDE,2026-05-14
POST_c8d553d62e,FREE_MONEY,free money lent par rapport améliorer,FR,RECLAMATION,THIES,-0.476,NEGATIF,TECHNIQUE,2026-05-09
POST_5028595c40,FREE_MONEY,free money dafa baax mais support dafa teye,WO,FACEBOOK,THIES,0.035,NEUTRE,TECHNIQUE,2026-05-30
POST_d20866bea3,SEN_EAU,sen eau problem dafa neka,WO,FACEBOOK,ZIGUINCHOR,-0.718,NEGATIF_FORT,AUTRE,2026-05-30
POST_ea6750c209,TER,ter bondé aux heures prévoir extension nécessaire,FR,TWITTER,DAKAR,-0.023,NEGATIF,AUTRE,2026-05-15
POST_0def38376f,TER,application ter bug impossible ticket,FR,FACEBOOK,ZIGUINCHOR,-0.695,NEGATIF_FORT,TECHNIQUE,2026-05-07
POST_0193ab8e0c,SENELEC,coupure électrique pendant senelec scandaleux,FR,RECLAMATION,SAINT_LOUIS,-0.862,NEGATIF_FORT,AUTRE,2026-05-15
POST_3439459c62,FREE_MONEY,free money gratuit pour les transferts entre abonnés free,FR,FACEBOOK,THIES,0.807,POSITIF,POSITIF,2026-05-15
POST_a3ef33ea91,SENELEC,senelec dafa xam dina tax,WO,RECLAMATION,KAOLACK,-0.729,NEGATIF_FORT,TECHNIQUE,2026-05-10
POST_0515da0452,ORANGE_MONEY,remboursement orange money jamais reçu après semaines,FR,RECLAMATION,SAINT_LOUIS,-0.572,NEGATIF_FORT,AUTRE,2026-05-30
POST_35365233ec,ORANGE_MONEY,orange money encore panne inacceptable,FR,RECLAMATION,KAOLACK,-0.791,NEGATIF_FORT,TECHNIQUE,2026-05-21
POST_2f48c2b29f,TER,ter retard encore infos temps réel impossible,FR,FACEBOOK,KAOLACK,-0.56,NEGATIF_FORT,AUTRE,2026-05-10
POST_da853d3f96,SENELEC,application senelec bien paiement facile maintenant,FR,TWITTER,KAOLACK,0.675,POSITIF,POSITIF,2026-05-08
POST_9f95ebf37a,FREE_MONEY,free money dafa baax mais support dafa teye,WO,WHATSAPP,DAKAR,-0.023,NEGATIF,TECHNIQUE,2026-05-29
POST_fd912b53dc,SEN_EAU,sen eau service client attente interminable,FR,WHATSAPP,SAINT_LOUIS,-0.019,NEGATIF,SERVICE_CLIENT,2026-05-27
POST_ff6db7515c,WAVE,frais wave trop cher orange money moins cher,FR,WHATSAPP,SAINT_LOUIS,-0.749,NEGATIF_FORT,TARIF,2026-05-01
